Chromosome	Begin	End	Orientation	Symbol
11	26667020	26723389	minus	SLC5A12
11	26828294	26854770	plus	LOC124902649
11	26991899	26994111	minus	LOC124902650
11	26994112	26997087	plus	FIBIN
11	27040815	27127809	plus	BBOX1
11	27047186	27220113	minus	BBOX1-AS1
11	27202254	27203752	plus	LOC124902651
11	27219745	27235162	plus	LOC105376600
11	27290843	27297990	minus	LOC105376601
11	27338512	27363215	minus	CCDC34
11	27365961	27472790	minus	LGR4
11	27471731	27482433	plus	LGR4-AS1
11	27494418	27506769	minus	LIN7C
11	27506852	27698171	plus	BDNF-AS
11	27514970	27515047	minus	MIR8087
11	27617626	27634627	minus	LINC00678
11	27654893	27722030	minus	BDNF
11	27722242	27730837	plus	LOC124902652
11	27924361	27930129	minus	LOC124902653
11	27978653	27982759	minus	LOC124902654
11	27996215	28020420	minus	LOC124902655
11	28020619	28108156	minus	KIF18A
11	28056815	28056910	plus	MIR610
11	28108388	28532475	plus	METTL15
11	28477481	28477548	minus	MIR8068
11	28538947	28679641	plus	LINC02758
11	28894567	28941029	minus	LOC105376604
11	28902237	29064322	plus	LINC02742
11	29335878	29594350	minus	LINC02755
11	29594413	29630676	plus	LINC02546
11	29980120	29982393	minus	LINC01616
11	30009730	30017030	minus	KCNA4
11	30020564	30045410	plus	LOC107984321
11	30042970	30322946	minus	ARL14EP-DT
11	30231014	30235194	plus	FSHB
11	30323104	30338223	plus	ARL14EP
11	30355066	30363181	minus	LOC102723403
11	30384079	30586993	minus	MPPED2
11	30584150	30633328	plus	MPPED2-AS1
11	30686526	30734928	minus	LINC02859
11	30730286	30805072	plus	LOC101928338
11	30830371	30859198	minus	LOC107984419
11	30863603	31369739	minus	DCDC1
11	30869565	30889184	plus	LOC124902656
11	30890119	30922314	plus	LOC105376611
11	31369860	31432835	plus	DNAJC24
11	31432401	31509622	minus	IMMP1L
11	31509767	31790324	plus	ELP4
11	31789026	31817961	minus	PAX6
11	31816566	31887041	plus	PAX6-AS1
11	31826567	31829303	plus	PAUPAR
11	31993707	31995853	minus	LOC107984420
11	31999725	32002405	plus	LOC124902657
11	32003034	32008199	plus	LOC124902658
11	32035979	32041318	minus	LINC03031
11	32041964	32047106	plus	LOC105376613
11	32052758	32053321	minus	LOC101928385
11	32081764	32081973	plus	LOC124902847
11	32091074	32105722	plus	RCN1
11	32136836	32143723	plus	LOC107984322
11	32143742	32143912	minus	SNORA88
11	32387775	32435539	minus	WT1
11	32435518	32458769	plus	WT1-AS
11	32583831	32606264	plus	EIF3M
11	32602721	32830585	minus	CCDC73
11	32829789	32858120	plus	PRRG4
11	32892811	32980270	plus	QSER1
11	32956338	33015790	minus	LOC105376615
11	33015878	33033582	plus	DEPDC7
11	33039572	33073563	plus	TCP11L1
11	33076150	33079454	plus	LINC00294
11	33084584	33161480	minus	CSTF3
11	33161657	33191598	plus	CSTF3-DT
11	33256672	33357023	plus	HIPK3
11	33376108	33674102	plus	KIAA1549L
11	33654273	33670987	minus	LOC105376617
11	33698261	33706550	minus	C11orf91
11	33703010	33736479	minus	CD59
11	33740944	33774520	minus	FBXO3
11	33774699	33775670	plus	FBXO3-DT
11	33804768	33805680	plus	LINC02722
11	33814141	33822374	minus	LINC02721
11	33858576	33892076	minus	LMO2
11	33893946	33911638	plus	LOC105376621
11	33913097	33914123	plus	LOC124902659
11	34044587	34053327	minus	LOC101929918
11	34051731	34102610	plus	CAPRIN1
11	34060478	34064231	plus	LOC124902660
11	34105629	34146908	plus	NAT10
11	34150987	34358010	minus	ABTB2
11	34432289	34436322	plus	LOC105376622
11	34438934	34472060	plus	CAT
11	34478791	34513794	minus	ELF5
11	34570895	34578608	plus	LINC02707
11	34621093	34663288	plus	EHF
11	34692594	34877679	plus	LOC102723568
11	34821774	34825854	minus	LOC105376625
11	34855421	34875278	minus	LOC105376624
11	34882295	34916379	minus	APIP
11	34915920	34996128	plus	PDHX
11	34941837	34941920	plus	MIR1343
11	35007703	35067191	minus	LOC105376626
11	35082833	35097854	plus	LOC105376627
11	35132650	35138032	minus	CD44-DT
11	35139171	35232402	plus	CD44
11	35162950	35163010	plus	SNORD164
11	35209618	35215010	minus	CD44-AS1
11	35251205	35420507	minus	SLC1A2
11	35281812	35286202	plus	SLC1A2-AS1
11	35419057	35421002	plus	SLC1A2-AS2
11	35431827	35530300	minus	PAMR1
11	35618460	35620865	plus	FJX1
11	35662775	35818007	plus	TRIM44
11	35891076	35892966	plus	LOC124902661
11	35944062	36232136	plus	LDLRAD3
11	36010098	36010204	plus	MIR3973
11	36063283	36077901	minus	LOC101928510
11	36272292	36289424	minus	COMMD9
11	36296288	36465204	plus	PRR5L
11	36483769	36510272	minus	TRAF6
11	36510353	36579762	plus	RAG1
11	36590996	36598236	minus	RAG2
11	36594502	36659272	plus	IFTAP
11	36670889	36673462	plus	LOC107984325
11	36702925	36864936	plus	LOC107984326
11	36709049	36710990	minus	LOC105376631
11	37471786	37489059	minus	LOC105376632
11	37938601	37954663	plus	LINC02760
11	38191142	38337295	minus	LOC105376634
11	38618264	38646356	minus	LINC02759
11	38646476	38687748	plus	LOC105376635
11	38648858	38655249	plus	LINC01493
11	38852801	38886769	minus	LOC101928563
11	39479282	39489932	minus	LOC107984362
11	39542265	39549922	plus	LOC105376636
11	39670410	39963218	minus	LOC105376637
11	40114199	41459652	minus	LRRC4C
11	41589346	41714536	minus	LINC02741
11	41714568	41836442	plus	LINC01499
11	41853618	41875782	minus	LOC105376639
11	42001722	42085458	minus	LINC02745
11	42066937	42080180	plus	LOC105376641
11	42187743	42253690	minus	LINC02740
11	42253812	42261931	plus	LOC105376642
11	43075162	43121468	minus	LOC124902662
11	43311996	43344529	plus	API5
11	43358920	43494931	plus	TTC17
11	43556721	43856615	plus	HSD17B12
11	43559656	43559753	plus	MIR670
11	43565570	43581435	minus	LOC124902807
11	43569306	43570400	plus	MIR670HG
11	43581394	43581483	plus	MIR129-2
11	43828933	43833948	minus	LOC107984328
11	43874404	43880737	minus	LOC105376644
11	43880831	43920274	plus	ALKBH3
11	43909289	43920944	minus	ALKBH3-AS1
11	43921068	44059977	plus	ACCSL
11	43927051	43933924	minus	LOC124902663
11	43942637	43943878	plus	C11orf96
11	44066270	44084237	plus	ACCS
11	44095678	44251962	plus	EXT2
11	44260440	44310139	minus	ALX4
11	44510112	44517170	plus	LOC105376645
11	44518827	44526066	minus	LOC105376646
11	44564409	44620358	plus	CD82
11	44604508	44605337	minus	CD82-AS1
11	44689303	44701359	minus	LINC02704
11	44719392	44736692	minus	TSPAN18-AS1
11	44726310	44932423	plus	TSPAN18
11	44901138	44903839	minus	LOC124902664
11	44932348	44951306	minus	TP53I11
11	44972769	44974400	minus	LOC105376649
11	44973902	44978028	plus	LINC02685
11	45008075	45044053	plus	LOC105376650
11	45094159	45235109	plus	PRDM11
11	45106485	45146783	minus	LOC105376652
11	45240302	45286341	minus	SYT13
11	45355371	45356657	plus	LINC02696
11	45371397	45388508	plus	LINC02687
11	45486848	45542474	minus	LOC105376654
11	45569343	45578134	minus	LOC105376655
11	45578340	45582416	minus	LOC105376656
11	45582488	45583475	plus	LOC124902665
11	45647689	45665622	minus	CHST1
11	45651312	45652697	plus	LOC124902666
11	45691704	45691776	minus	MIR7154
11	45722308	45724555	plus	LOC100507384
11	45725045	45728790	minus	LOC124902667
11	45750820	45751608	minus	LINC02690
11	45771432	45772358	plus	LINC02716
11	45804079	45813016	plus	SLC35C1
11	45847118	45883244	plus	CRY2
11	45885651	45906465	plus	MAPK8IP1
11	45898396	45899535	minus	LOC124902668
11	45906534	45907271	minus	FREY1
11	45909663	45918822	minus	PEX16
11	45921621	45929096	plus	LARGE2
11	45929319	46121454	minus	PHF21A
11	46122145	46137178	plus	LOC105376661
11	46171955	46177106	plus	LOC101928894
11	46213824	46219660	minus	LINC02710
11	46237389	46239729	plus	LOC124902669
11	46254867	46274427	minus	LINC02489
11	46277662	46321409	plus	CREB3L1
11	46332926	46380554	plus	DGKZ
11	46376402	46376484	plus	MIR4688
11	46380784	46383837	plus	MDK
11	46383789	46391776	minus	CHRM4
11	46396412	46594023	minus	AMBRA1
11	46451805	46451889	minus	MIR3160-1
11	46451807	46451887	plus	MIR3160-2
11	46602861	46617895	minus	HARBI1
11	46617553	46674518	plus	ATG13
11	46677080	46700619	minus	ARHGAP1
11	46701031	46705912	plus	ZNF408
11	46719213	46739506	plus	F2
11	46743048	46846280	minus	CKAP5
11	46753125	46753192	minus	MIR5582
11	46758766	46758873	minus	LOC124900314
11	46762389	46762499	minus	SNORD67
11	46846411	46874416	plus	LRP4-AS1
11	46856717	46918550	minus	LRP4
11	46936689	47164385	plus	CSTPP1
11	46998976	47011099	plus	LOC124902670
11	47124905	47136876	minus	LOC124902671
11	47153447	47157026	minus	LOC124902672
11	47164301	47176879	minus	ARFGAP2
11	47177522	47186434	minus	PACSIN3
11	47179611	47179737	minus	MIR6745
11	47214454	47239217	plus	DDB2
11	47239302	47248814	minus	ACP2
11	47248300	47269033	plus	NR1H3
11	47269188	47330031	plus	MADD
11	47270657	47272110	minus	MADD-AS1
11	47331406	47352702	minus	MYBPC3
11	47354860	47378547	minus	SPI1
11	47381615	47409282	minus	SLC39A13-AS1
11	47400970	47401042	plus	MIR4487
11	47407276	47416500	plus	SLC39A13
11	47418775	47426439	minus	PSMC3
11	47437624	47447437	plus	LOC124902673
11	47437764	47449136	minus	RAPSN
11	47465937	47565539	minus	CELF1
11	47565599	47573461	plus	PTPMT1
11	47572197	47578970	minus	KBTBD4
11	47579074	47584562	plus	NDUFS3
11	47586651	47589194	plus	FAM180B
11	47589667	47595304	minus	C1QTNF4
11	47604317	47642559	minus	MTCH2
11	47659591	47715369	minus	AGBL2
11	47716494	47767341	minus	FNBP4
11	47778118	47848544	minus	NUP160
11	47980559	48170839	plus	PTPRJ
11	48096782	48096858	plus	MIR3161
11	48216810	48217739	plus	OR4B1
11	48245104	48246015	plus	OR4X2
11	48263861	48264778	plus	OR4X1
11	48306223	48307152	plus	OR4S1
11	48324920	48325955	plus	OR4C3
11	48365485	48366465	minus	OR4C5
11	48488793	48489722	plus	OR4A47
11	48975498	48983885	minus	TRIM51G
11	49028823	49038155	plus	TRIM49B
11	49053714	49059112	minus	TRIM64C
11	49145092	49208602	minus	FOLH1
11	49952391	49953419	plus	OR4C13
11	49981473	49982535	minus	OR4C12
11	50081569	50088477	minus	LOC101060224
11	50184250	50209302	plus	LOC124902811
11	50298563	50363535	plus	LINC02750
11	54603069	54603998	minus	OR4C46
11	54706832	54707902	plus	OR4A5
11	55262155	55271114	plus	TRIM48
11	55343201	55344187	plus	OR4A16
11	55367974	55368918	plus	OR4A15
11	55554469	55555419	plus	OR4C15
11	55572128	55573060	plus	OR4C16
11	55602360	55607645	minus	OR4C11
11	55635113	55640309	plus	OR4P4
11	55648327	55652854	plus	OR4S2
11	55662201	55666096	plus	OR4C6
11	55723776	55729621	plus	OR5D3P
11	55773438	55774382	plus	OR5D13
11	55795556	55796500	plus	OR5D14
11	55811367	55812476	plus	OR5L1
11	55819630	55820571	plus	OR5D18
11	55827219	55828154	plus	OR5L2
11	55838752	55839738	plus	OR5D16
11	55883297	55891810	plus	TRIM51
11	55913650	55914582	minus	OR5W2
11	55935456	55936400	minus	OR5I1
11	55965755	55969945	minus	OR10AG1
11	55993681	55994625	minus	OR5F1
11	56027654	56038191	plus	OR5AS1
11	56093308	56094240	plus	OR8I2
11	56103687	56107658	plus	OR8H2
11	56122373	56123311	plus	OR8H3
11	56134721	56140201	minus	OR8J3
11	56159394	56160317	minus	OR8K5
11	56176618	56177556	plus	OR5J2
11	56231282	56234255	minus	OR5T2
11	56252254	56253222	plus	OR5T3
11	56274154	56276819	plus	OR5T1
11	56288462	56292254	minus	OR8H1
11	56315144	56320639	plus	OR8K3
11	56346039	56346998	plus	OR8K1
11	56354291	56361511	plus	OR8J1
11	56375624	56376553	plus	OR8U1
11	56417258	56418232	minus	OR8U3
11	56462469	56463401	minus	OR5M9
11	56469274	56473352	minus	OR5M3
11	56490435	56491370	minus	OR5M8
11	56542340	56543257	minus	OR5M11
11	56576774	56577721	minus	OR5M10
11	56609236	56614874	minus	OR5M1
11	56641489	56642439	minus	OR5AP2
11	56663686	56664618	plus	OR5AR1
11	56699095	56703884	plus	OR9G1
11	56741223	56748697	minus	OR9G4
11	56743873	56743981	plus	MIR6128
11	56848478	56878078	plus	LINC02735
11	56902651	56952343	minus	LOC105369310
11	56988914	56989843	plus	OR5AK2
11	57042010	57231626	minus	LOC105369309
11	57181953	57191717	plus	LRRC55
11	57233591	57237250	minus	APLNR
11	57247354	57276325	minus	LOC107984364
11	57299642	57324952	minus	TNKS1BP1
11	57325988	57335892	minus	SSRP1
11	57328859	57328961	minus	LOC124902831
11	57335950	57372396	plus	P2RX3
11	57376769	57381150	minus	PRG3
11	57386780	57390650	minus	PRG2
11	57406954	57427580	minus	SLC43A3
11	57460528	57477534	plus	RTN4RL2
11	57484534	57515702	minus	SLC43A1
11	57528464	57530754	minus	TIMM10
11	57537595	57550272	plus	SMTNL1
11	57551662	57567935	minus	UBE2L6
11	57597685	57614848	plus	SERPING1
11	57638376	57652901	plus	MIR130AHG
11	57641198	57641286	plus	MIR130A
11	57645087	57649912	minus	YPEL4
11	57657762	57661865	plus	CLP1
11	57668114	57701182	plus	ZDHHC5
11	57703709	57712215	minus	MED19
11	57712523	57819180	plus	TMX2-CTNND1
11	57712593	57740973	plus	TMX2
11	57741491	57743550	plus	SELENOH
11	57743514	57753166	minus	BTBD18
11	57761802	57819540	plus	CTNND1
11	57870323	57870594	minus	LOC107984365
11	58018021	58024419	minus	LOC107984331
11	58023881	58181616	plus	OR9Q1
11	58030953	58031906	plus	OR6Q1
11	58047138	58057935	minus	LOC124902674
11	58116742	58125530	minus	OR9I1
11	58189070	58194053	plus	OR9Q2
11	58203204	58204142	minus	OR1S2
11	58212720	58216084	plus	OR1S1
11	58227882	58228918	minus	OR10Q1
11	58266792	58268260	minus	OR10W1
11	58358124	58359069	minus	OR5B17
11	58402464	58406874	minus	OR5B3
11	58421238	58428121	minus	OR5B2
11	58438994	58442236	minus	OR5B12
11	58493936	58514725	minus	LOC105369313
11	58506807	58508105	minus	OR5B21
11	58526871	58578891	minus	LPXN
11	58579063	58621550	plus	ZFP91
11	58579114	58625733	plus	ZFP91-CNTF
11	58622665	58625733	plus	CNTF
11	58708757	58731943	minus	GLYAT
11	58834065	58909828	minus	GLYATL2
11	58905481	58956406	plus	GLYATL1
11	58933643	59058452	minus	LOC283194
11	59086307	59094786	plus	GLYATL1B
11	59096254	59106725	minus	LOC105369315
11	59107237	59127412	plus	FAM111B
11	59133972	59142808	minus	FAM111A-DT
11	59142856	59155039	plus	FAM111A
11	59170075	59173445	minus	LOC124902601
11	59171430	59208588	plus	DTX4
11	59173699	59192102	minus	LOC124902675
11	59208510	59212927	minus	MPEG1
11	59358895	59371714	plus	OR5AN1
11	59416969	59426413	minus	OR5A2
11	59436469	59451380	plus	OR5A1
11	59456961	59457905	plus	OR4D6
11	59473315	59479361	plus	OR4D10
11	59498956	59499066	plus	LOC124902818
11	59503576	59504511	plus	OR4D11
11	59511539	59520703	plus	OR4D9
11	59537402	59560746	plus	LOC102723575
11	59550629	59550701	minus	TRV-TAC1-1
11	59550987	59551059	minus	TRV-TAC2-1
11	59551294	59551379	plus	TRR-TCT3-2
11	59551755	59551837	plus	TRL-TAA3-1
11	59556429	59556501	plus	TRK-TTT5-1
11	59557497	59557569	minus	TRF-GAA1-3
11	59560298	59566130	minus	LINC02739
11	59560335	59560407	minus	TRK-TTT3-4
11	59566380	59566452	minus	TRF-GAA2-1
11	59574398	59615774	minus	OSBP
11	59595077	59595158	minus	MIR3162
11	59615954	59635536	plus	LOC101927226
11	59636716	59669037	minus	PATL1
11	59669310	59676041	plus	PATL1-DT
11	59712916	59713845	minus	OR10V1
11	59754188	59805878	plus	STX3
11	59806140	59810778	minus	MRPL16
11	59829273	59845499	minus	CBLIF
11	59852808	59866487	minus	TCN1
11	59878782	59896483	plus	OOSP3
11	59938432	59957480	plus	OOSP1
11	59964033	59970343	plus	OOSP4A
11	60017181	60031095	plus	OOSP4B
11	60040409	60048044	plus	OOSP2
11	60056665	60071115	plus	MS4A3
11	60088259	60098467	plus	MS4A2
11	60159241	60164400	minus	LINC02705
11	60171607	60184666	minus	MS4A6A
11	60200270	60243137	minus	MS4A4E
11	60209071	60209156	minus	MIR6503
11	60280666	60308970	plus	MS4A4A
11	60327255	60349072	plus	MS4A6E
11	60378532	60395948	plus	MS4A7
11	60396459	60417756	plus	MS4A14
11	60429572	60447792	plus	MS4A5
11	60455847	60470752	plus	MS4A1
11	60492778	60507430	plus	MS4A12
11	60515392	60543424	plus	MS4A13
11	60608295	60703929	minus	LOC105369321
11	60615751	60687149	plus	LINC00301
11	60699612	60715807	plus	MS4A8
11	60724720	60745028	plus	MS4A18
11	60756867	60776733	plus	MS4A15
11	60785333	60801305	plus	MS4A10
11	60792325	60836147	minus	LOC105369322
11	60841806	60851081	minus	CCDC86-AS1
11	60842113	60851081	plus	CCDC86
11	60850933	60855950	minus	PTGDR2
11	60867542	60875687	plus	ZP1
11	60890547	60906585	minus	PRPF19
11	60906779	60910900	plus	PRPF19-DT
11	60913166	60914063	minus	TMEM109-DT
11	60914158	60923443	plus	TMEM109
11	60917616	60925397	minus	LOC124902676
11	60924460	60937159	plus	TMEM132A
11	60937084	60952176	minus	SLC15A3
11	60971680	61020377	plus	CD6
11	61003362	61008111	minus	LOC105369326
11	61028863	61092358	minus	LOC105369325
11	61055391	61067597	plus	LINC02954
11	61073712	61077909	plus	LOC124902677
11	61093963	61127852	plus	CD5
11	61130257	61161426	minus	VPS37C
11	61174018	61200870	plus	LOC124902678
11	61203515	61213098	plus	PGA3
11	61222347	61231694	plus	PGA4
11	61241175	61251444	plus	PGA5
11	61258286	61295316	minus	VWCE
11	61299451	61333105	minus	DDB1
11	61333228	61353426	plus	TKFC
11	61348745	61362283	minus	CYB561A3
11	61362374	61376870	plus	TMEM138
11	61392587	61398846	plus	TMEM216
11	61402729	61429975	minus	CPSF7
11	61430124	61446733	plus	SDHAF2
11	61481120	61490928	plus	SAXO4
11	61496592	61506649	plus	LOC105369329
11	61508596	61508657	plus	MIR4488
11	61508749	61511018	plus	LRRC10B
11	61513714	61588387	minus	SYT7
11	61581406	61588273	minus	LOC105369331
11	61588494	61607546	plus	LOC101927495
11	61680391	61747001	plus	DAGLA
11	61752636	61788518	plus	MYRF
11	61754029	61757664	minus	MYRF-AS1
11	61788949	61792599	minus	TMEM258
11	61792495	61792561	minus	MIR611
11	61792911	61797238	plus	FEN1
11	61799627	61817003	minus	FADS1
11	61815161	61815240	minus	MIR1908
11	61816203	61867354	plus	FADS2
11	61818020	61823972	plus	LOC124902680
11	61848291	61850059	plus	LOC124902679
11	61873526	61892224	minus	FADS3
11	61878216	61878278	minus	MIR6746
11	61897301	61946323	minus	RAB3IL1
11	61949821	61965515	plus	BEST1
11	61953919	61959892	minus	LOC107984334
11	61964285	61967634	minus	FTH1
11	61967294	61968879	plus	LOC399900
11	62049856	62082322	minus	LINC02733
11	62116468	62123711	minus	LOC124902681
11	62124011	62153169	plus	INCENP
11	62190216	62193539	plus	SCGB1D1
11	62208673	62213943	plus	SCGB2A1
11	62242239	62244812	plus	SCGB1D2
11	62270158	62273160	plus	SCGB2A2
11	62296281	62299075	minus	SCGB1D4
11	62337448	62401431	plus	ASRGL1
11	62358517	62360931	minus	LOC124902682
11	62410096	62427824	minus	LOC102723765
11	62419033	62423195	plus	SCGB1A1
11	62433544	62546806	minus	AHNAK
11	62559596	62573891	minus	EEF1G
11	62567011	62567071	minus	MIR6747
11	62575052	62591523	minus	TUT1
11	62593214	62601865	minus	MTA2
11	62602218	62612775	minus	EML3
11	62613257	62615116	plus	ROM1
11	62615296	62621986	minus	B3GAT3
11	62624829	62646613	minus	GANAB
11	62646848	62653302	minus	INTS5
11	62662817	62672267	minus	LBHD1
11	62662817	62665216	minus	C11orf98
11	62665312	62668108	plus	CSKMT
11	62665422	62665570	plus	SNORA57
11	62671673	62673686	plus	UQCC3
11	62676500	62679073	minus	UBXN1
11	62686406	62689530	minus	LRRN4CL
11	62690262	62727384	minus	HNRNPUL2-BSCL2
11	62690262	62709537	minus	BSCL2
11	62706446	62709201	plus	GNG3
11	62712630	62727457	minus	HNRNPUL2
11	62728049	62738636	plus	TTC9C
11	62750963	62754160	minus	ZBTB3
11	62761580	62766710	plus	POLR2G
11	62771120	62792006	minus	TMEM223
11	62771396	62787342	plus	TAF6L
11	62787402	62790400	plus	TMEM179B
11	62789815	62789885	plus	MIR6748
11	62792130	62805440	minus	NXF1
11	62792702	62792771	minus	MIR6514
11	62806860	62832051	minus	STX5
11	62832234	62834043	plus	STX5-DT
11	62832321	62832841	minus	TEX54
11	62832905	62841809	minus	WDR74
11	62851978	62855885	minus	SNHG1
11	62852910	62853035	minus	SNORD22
11	62853326	62853393	minus	SNORD31
11	62853663	62853732	minus	SNORD30
11	62853904	62853968	minus	SNORD29
11	62854161	62854285	minus	LOC124900306
11	62854621	62854695	minus	SNORD28
11	62855012	62855083	minus	SNORD27
11	62855292	62855366	minus	SNORD26
11	62855565	62855631	minus	SNORD25
11	62856109	62888860	plus	SLC3A2
11	62908679	62921878	minus	CHRM1
11	62909530	62918361	plus	LOC124902683
11	62920160	62956328	plus	LOC105369333
11	62976597	62984967	minus	SLC22A6
11	62992824	63015841	minus	SLC22A8
11	63079940	63144221	minus	SLC22A24
11	63158437	63243599	minus	SLC22A25
11	63245695	63251204	minus	LOC105369334
11	63289903	63363144	plus	SLC22A10
11	63369785	63410294	plus	SLC22A9
11	63461404	63491167	minus	PLAAT5
11	63495468	63500609	plus	LOC124902684
11	63506084	63516772	plus	LGALS12
11	63536808	63546458	plus	PLAAT4
11	63552770	63565070	minus	PLAAT2
11	63574462	63616927	minus	PLAAT3
11	63575218	63590090	plus	LOC105369335
11	63624087	63671974	minus	ATL3
11	63681450	63759891	plus	RTN3
11	63759892	63768775	minus	ZFTA
11	63813456	63827716	plus	SPINDOC
11	63839110	63911020	plus	MARK2
11	63911230	63927762	minus	RCOR2
11	63939002	63957319	plus	NAA40
11	63974620	63976543	plus	COX8A
11	63986438	63998412	plus	OTUB1
11	63998558	64166113	minus	MACROD1
11	64028256	64033184	plus	LOC124902685
11	64035931	64119171	plus	FLRT1
11	64166238	64170730	plus	LOC105369339
11	64175102	64185681	minus	LOC124902686
11	64185272	64204543	plus	STIP1
11	64205920	64223891	plus	FERMT3
11	64223799	64226257	minus	TRPT1
11	64226258	64230269	plus	NUDT22
11	64229146	64231370	minus	LOC124902687
11	64230432	64234281	plus	DNAJC4
11	64234584	64239264	plus	VEGFB
11	64241095	64244135	plus	FKBP2
11	64241095	64244132	plus	LOC114841035
11	64244479	64246943	minus	PPP1R14B
11	64245866	64248214	plus	PPP1R14B-AS1
11	64251530	64269452	plus	PLCB3
11	64269828	64284704	minus	BAD
11	64270531	64289500	plus	GPR137
11	64291302	64300031	plus	KCNK4
11	64291722	64304769	plus	KCNK4-CATSPERZ
11	64300358	64304770	plus	CATSPERZ
11	64305524	64316743	plus	ESRRA
11	64316460	64318596	minus	TRMT112
11	64318121	64321811	plus	PRDX5
11	64325050	64340792	minus	LOC102723878
11	64340204	64357534	plus	CCDC88B
11	64341849	64341904	minus	MIR7155
11	64359162	64372215	plus	RPS6KA4
11	64368602	64368703	plus	MIR1237
11	64387107	64390313	plus	LOC124902688
11	64394342	64395831	minus	LINC02723
11	64410078	64420215	minus	LOC105369341
11	64418136	64421070	plus	LOC124902689
11	64449057	64451657	plus	LINC02724
11	64495448	64500894	minus	LOC124902690
11	64555941	64572875	plus	SLC22A11
11	64591220	64602344	plus	SLC22A12
11	64606174	64723197	minus	NRXN2
11	64643849	64648220	plus	NRXN2-AS1
11	64726911	64745456	minus	RASGRP2
11	64746389	64760715	minus	PYGM
11	64764606	64778542	minus	SF1
11	64784918	64803214	minus	MAP4K2
11	64803516	64811294	minus	MEN1
11	64823052	64844653	minus	CDC42BPG
11	64851642	64879693	minus	EHD1
11	64878523	64878609	minus	MIR10392
11	64888458	64893449	minus	MIR194-2HG
11	64891137	64891246	minus	MIR192
11	64891355	64891439	minus	MIR194-2
11	64894546	64917209	minus	ATG2A
11	64898363	64898437	minus	MIR6750
11	64902387	64902455	minus	MIR6749
11	64917573	64934475	plus	PPP2R5B
11	64934471	64937708	minus	GPHA2
11	64938230	64972108	minus	MAJIN
11	64987945	64996971	minus	BATF2
11	65014160	65040572	plus	ARL2-SNX15
11	65014160	65022184	plus	ARL2
11	65018505	65018570	plus	MIR6879
11	65027439	65040572	plus	SNX15
11	65040933	65044828	plus	SAC3D1
11	65044818	65061203	minus	NAALADL1
11	65061093	65084040	minus	CDCA5
11	65084222	65088398	plus	ZFPL1
11	65088376	65089110	minus	TMEM262
11	65096214	65111862	plus	VPS51
11	65111872	65116230	plus	TM7SF2
11	65116403	65117701	minus	ZNHIT2
11	65120630	65122134	minus	FAU
11	65122183	65127371	plus	MRPL49
11	65127279	65134519	minus	SYVN1
11	65129916	65129978	minus	MIR6751
11	65170233	65173374	plus	SPDYC
11	65179871	65181834	minus	CAPN1-AS1
11	65181373	65212006	plus	CAPN1
11	65261962	65305985	plus	POLA2
11	65293773	65314689	minus	LOC105369344
11	65314866	65322417	plus	CDC42EP2
11	65323745	65328225	plus	LOC124902691
11	65333852	65354262	plus	DPF2
11	65354751	65357613	plus	TIGD3
11	65368026	65413525	plus	FRMD8
11	65375192	65383701	minus	SLC25A45
11	65422798	65445540	plus	NEAT1
11	65444458	65444557	plus	MIR612
11	65476777	65477487	minus	ENEMAL
11	65486908	65488086	minus	LINC02736
11	65497738	65506516	plus	MALAT1
11	65499312	65507432	minus	TALAM1
11	65506117	65506174	plus	MASCRNA
11	65525083	65538704	plus	SCYL1
11	65538559	65558359	minus	LTBP3
11	65569220	65570413	minus	ZNRD2-DT
11	65570477	65571888	plus	ZNRD2
11	65572538	65574190	plus	FAM89B
11	65576053	65592650	plus	EHBP1L1
11	65579956	65581081	minus	LOC124902692
11	65592836	65595800	minus	KCNK7
11	65597757	65614221	minus	MAP3K11
11	65615776	65637439	plus	PCNX3
11	65636310	65636369	plus	MIR4690
11	65638101	65650912	plus	SIPA1
11	65649192	65649253	plus	MIR4489
11	65653601	65663857	minus	RELA
11	65663006	65671718	plus	RELA-DT
11	65712018	65719604	plus	KAT5
11	65717673	65720798	minus	RNASEH2C
11	65773898	65780976	minus	AP5B1
11	65787063	65797214	plus	OVOL1
11	65789001	65833799	minus	LOC124902693
11	65789001	65790868	minus	OVOL1-AS1
11	65833963	65853701	plus	SNX32
11	65854673	65858180	minus	CFL1
11	65859674	65867653	plus	MUS81
11	65866441	65872800	minus	EFEMP2
11	65879837	65883741	plus	CTSW
11	65883740	65888471	minus	FIBP
11	65890673	65891635	plus	CCDC85B
11	65892049	65900545	minus	FOSL1
11	65916810	65919062	minus	C11orf68
11	65919426	65921563	plus	DRAP1
11	65937792	65945524	minus	LOC105369350
11	65945480	65959966	plus	TSGA10IP
11	65961734	65980137	plus	SART1
11	65996545	66002157	minus	EIF1AD
11	66002079	66004149	plus	BANF1
11	66012008	66013505	plus	CST6
11	66016752	66026479	minus	CATSPER1
11	66040765	66049161	minus	GAL3ST3
11	66052364	66069308	plus	SF3B2
11	66053144	66053228	plus	SNORD13F
11	66070272	66244744	plus	PACS1
11	66152621	66152725	plus	LOC124902833
11	66184325	66190236	plus	LOC105369354
11	66243938	66267860	plus	KLC2
11	66244710	66257587	minus	LOC124902694
11	66259567	66265686	minus	KLC2-AS1
11	66267549	66268411	minus	KLC2-AS2
